,best_thr_f1,roc_auc,pr_auc,accuracy,precision,recall,f1,f2,gmean,mcc,fnr,fpr,confusion matrix,train_time
0,0.6387644478525621,0.9353806596824442,0.6223112145978984,0.9829958463136034,0.7212543554006968,0.5106382978723404,0.5979418667629536,0.5423107152213781,0.7127970322611373,0.5987067805061057,0.48936170212765945,0.005010765316108828,"[[127085    640]
 [  1587   1656]]",192.8691201210022
1,0.24806341875870605,0.9597643056207044,0.761079399921242,0.9791077968314852,0.7866921362623368,0.6419849311509483,0.7070100143061516,0.6665048281814749,0.7983844497735951,0.7001626881810724,0.3580150688490516,0.007114188026927732,"[[93508   670]
 [ 1378  2471]]",367.07510685920715
2,0.2719592051252561,0.9644490573669494,0.7976397221356184,0.9815511022480848,0.8293403347554972,0.682972972972973,0.7490736623684601,0.7079621224855718,0.8239783334059275,0.7433494084164869,0.31702702702702695,0.005904595364892638,"[[87547   520]
 [ 1173  2527]]",347.1947100162506
3,0.23587565623217124,0.9649035950443489,0.7846097873345218,0.9810325252120483,0.8401131941987973,0.6548111386821064,0.7359776882553455,0.6850302855494664,0.8070799194239341,0.7323688813468555,0.3451888613178935,0.005242950435559267,"[[85759   452]
 [ 1252  2375]]",368.0300381183624
4,0.19225266270962377,0.9686830825072863,0.7940597800402225,0.981675562024907,0.7515617491590582,0.7174311926605504,0.7340999765313306,0.7240070363855199,0.8433344856852214,0.7248259618792372,0.28256880733944945,0.008667225481978206,"[[59133   517]
 [  616  1564]]",287.20623302459717
